Product,Quantity,Region,Production Method,Water Footprint (L),Category,Water Scarcity Index,Scarcity Level,Alternative Method,Potential Water Savings (%)
Table,200,North America,Organic,1010177.04,Furniture,0.3,Low,Efficient Method,20
Wheat,10,Africa,Organic,18486.29,Other,0.8,Very High,Efficient Method,20
Leather Bag,50,Australia,Recycled,884621.69,Other,0.5,Medium,Efficient Method,20
Paper,50,Asia,Organic,460.48,Stationery,0.7,High,Efficient Method,20
Laptop,10,Europe,Handmade,95239.78,Electronics,0.4,Medium,Efficient Method,20
Steel,100,Europe,Handmade,4627.4,Raw Material,0.4,Medium,Efficient Method,20
Table,50,Australia,Handmade,232229.83,Furniture,0.5,Medium,Engineered Wood,20
Sofa,200,Asia,Organic,1637662.24,Other,0.7,High,Efficient Method,20
Bicycle,20,Asia,Industrial,310845.29,Other,0.7,High,Efficient Method,20
Mobile Phone,5,Asia,Conventional,5865.53,Other,0.7,High,Efficient Method,20
Mobile Phone,10,Australia,Conventional,11130.73,Other,0.5,Medium,Efficient Method,20
Rice,50,Australia,Handmade,124495.21,Food,0.5,Medium,Efficient Method,20
Cotton Shirt,100,South America,Organic,261273.11,Other,0.6,Medium-High,Efficient Method,20
Wood,200,Australia,Handmade,60496.15,Raw Material,0.5,Medium,Recycled Wood,30
Car,200,Australia,Conventional,27941290.5,Vehicle,0.5,Medium,Efficient Method,20
Glass Bottle,5,North America,Conventional,2053.8,Other,0.3,Low,Efficient Method,20
Wood,200,Australia,Conventional,58661.26,Raw Material,0.5,Medium,Efficient Method,20
Rice,100,South America,Industrial,272721.88,Food,0.6,Medium-High,Efficient Method,20
Leather Bag,200,North America,Industrial,3115277.99,Other,0.3,Low,Efficient Method,20
Paper,5,South America,Recycled,51.71,Stationery,0.6,Medium-High,Efficient Method,20
Wheat,10,Asia,Handmade,18482.52,Other,0.7,High,Efficient Method,20
Laptop,50,North America,Handmade,502057.22,Electronics,0.3,Low,Efficient Method,20
Leather Bag,1,South America,Handmade,15595.81,Other,0.6,Medium-High,Efficient Method,20
Leather Bag,200,South America,Conventional,3511811.6,Other,0.6,Medium-High,Efficient Method,20
Almonds,200,South America,Organic,2059530.44,Other,0.6,Medium-High,Efficient Method,20
Paper,20,Africa,Organic,204.64,Stationery,0.8,Very High,Efficient Method,20
Car,100,Africa,Industrial,15921283.63,Vehicle,0.8,Very High,Recycled Materials,25
Wheat,5,Australia,Organic,8960.78,Other,0.5,Medium,Efficient Method,20
Wheat,200,Asia,Recycled,331251.04,Other,0.7,High,Efficient Method,20
Table,100,Australia,Organic,528494.88,Furniture,0.5,Medium,Efficient Method,20
Almonds,50,Europe,Organic,511964.49,Other,0.4,Medium,Efficient Method,20
Paper,1,Australia,Recycled,10.71,Stationery,0.5,Medium,Efficient Method,20
Car,50,Asia,Organic,7831464.81,Vehicle,0.7,High,Efficient Method,20
Almonds,5,North America,Industrial,54574.37,Other,0.3,Low,Efficient Method,20
Mobile Phone,20,Asia,Industrial,25520.53,Other,0.7,High,Efficient Method,20
Wheat,10,Asia,Organic,19093.77,Other,0.7,High,Efficient Method,20
Tomatoes,10,South America,Conventional,2006.02,Other,0.6,Medium-High,Efficient Method,20
Rice,10,Europe,Industrial,23170.98,Food,0.4,Medium,Efficient Method,20
Wood,10,Asia,Handmade,3017.13,Raw Material,0.7,High,Recycled Wood,30
Car,100,South America,Conventional,15732409.37,Vehicle,0.6,Medium-High,Efficient Method,20
Bicycle,5,Europe,Recycled,78561.4,Other,0.4,Medium,Efficient Method,20
Wood,20,Asia,Handmade,5476.63,Raw Material,0.7,High,Recycled Wood,30
Sofa,1,South America,Recycled,9874.51,Other,0.6,Medium-High,Efficient Method,20
Sofa,100,South America,Recycled,878271.7,Other,0.6,Medium-High,Efficient Method,20
Wheat,5,South America,Handmade,8749.61,Other,0.6,Medium-High,Efficient Method,20
Car,20,Australia,Handmade,3175032.68,Vehicle,0.5,Medium,Efficient Method,20
Table,5,Asia,Organic,24572.12,Furniture,0.7,High,Efficient Method,20
Bed,200,Asia,Handmade,1641670.59,Furniture,0.7,High,Efficient Method,20
Wheat,5,Europe,Industrial,8568.54,Other,0.4,Medium,Efficient Method,20
Car,20,Asia,Handmade,3279669.52,Vehicle,0.7,High,Efficient Method,20
Wood,20,Australia,Recycled,5684.61,Raw Material,0.5,Medium,Efficient Method,20
Wheat,200,Africa,Industrial,385396.72,Other,0.8,Very High,Efficient Method,20
Steel,50,Europe,Organic,2724.53,Raw Material,0.4,Medium,Efficient Method,20
Plastic,10,Europe,Handmade,1812.04,Other,0.4,Medium,Efficient Method,20
Steel,200,Asia,Industrial,10442.93,Raw Material,0.7,High,Recycled Steel,40
Wheat,10,Africa,Handmade,17181.89,Other,0.8,Very High,Efficient Method,20
Glass Bottle,10,North America,Industrial,3871.14,Other,0.3,Low,Efficient Method,20
Leather Bag,20,South America,Organic,338715.4,Other,0.6,Medium-High,Efficient Method,20
Wood,5,North America,Recycled,1559.78,Raw Material,0.3,Low,Efficient Method,20
Almonds,200,Australia,Organic,2351338.72,Other,0.5,Medium,Efficient Method,20
Cotton Shirt,5,Africa,Handmade,12854.25,Other,0.8,Very High,Efficient Method,20
Almonds,100,Africa,Handmade,1096585.75,Other,0.8,Very High,Efficient Method,20
Wood,20,Australia,Conventional,5415.97,Raw Material,0.5,Medium,Efficient Method,20
Plastic,50,Europe,Organic,9806.62,Other,0.4,Medium,Efficient Method,20
Corn,200,North America,Recycled,266946.0,Other,0.3,Low,Efficient Method,20
Car,5,Africa,Industrial,792976.37,Vehicle,0.8,Very High,Recycled Materials,25
Sofa,100,Europe,Organic,833554.68,Other,0.4,Medium,Efficient Method,20
Almonds,1,Asia,Conventional,11518.37,Other,0.7,High,Efficient Method,20
Glass Bottle,20,Australia,Conventional,7797.21,Other,0.5,Medium,Efficient Method,20
Laptop,1,Australia,Conventional,10628.46,Electronics,0.5,Medium,Efficient Method,20
Bicycle,50,Europe,Organic,711612.91,Other,0.4,Medium,Efficient Method,20
Almonds,5,South America,Recycled,57928.78,Other,0.6,Medium-High,Efficient Method,20
Cotton Shirt,100,North America,Organic,247624.88,Other,0.3,Low,Efficient Method,20
Cotton Shirt,1,South America,Organic,2720.14,Other,0.6,Medium-High,Efficient Method,20
Table,50,Asia,Organic,261571.32,Furniture,0.7,High,Efficient Method,20
Steel,10,North America,Recycled,465.41,Raw Material,0.3,Low,Efficient Method,20
Cotton Shirt,100,Europe,Organic,268593.22,Other,0.4,Medium,Efficient Method,20
Mobile Phone,50,Australia,Recycled,63360.51,Other,0.5,Medium,Efficient Method,20
Bicycle,20,South America,Handmade,318554.82,Other,0.6,Medium-High,Efficient Method,20
Steel,5,North America,Organic,239.46,Raw Material,0.3,Low,Efficient Method,20
Bed,10,Australia,Recycled,84191.94,Furniture,0.5,Medium,Efficient Method,20
Bed,50,Africa,Conventional,434059.47,Furniture,0.8,Very High,Efficient Method,20
Steel,200,Asia,Handmade,10350.49,Raw Material,0.7,High,Efficient Method,20
Table,200,Asia,Conventional,1083892.12,Furniture,0.7,High,Efficient Method,20
Car,100,South America,Organic,14822877.33,Vehicle,0.6,Medium-High,Efficient Method,20
Table,5,Europe,Recycled,25617.96,Furniture,0.4,Medium,Efficient Method,20
Laptop,1,South America,Handmade,9853.26,Electronics,0.6,Medium-High,Efficient Method,20
Table,200,Europe,Recycled,972782.63,Furniture,0.4,Medium,Efficient Method,20
Bed,100,Europe,Industrial,723653.61,Furniture,0.4,Medium,Organic,25
Corn,100,South America,Recycled,123839.96,Other,0.6,Medium-High,Efficient Method,20
Table,5,North America,Recycled,27491.5,Furniture,0.3,Low,Efficient Method,20
Cotton Shirt,100,Europe,Conventional,267837.51,Other,0.4,Medium,Efficient Method,20
Bed,20,Asia,Conventional,169936.5,Furniture,0.7,High,Efficient Method,20
Mobile Phone,20,South America,Organic,23823.54,Other,0.6,Medium-High,Efficient Method,20
Sofa,20,Africa,Industrial,177939.02,Other,0.8,Very High,Efficient Method,20
Sofa,20,Australia,Handmade,190843.83,Other,0.5,Medium,Efficient Method,20
Almonds,20,Africa,Recycled,206090.02,Other,0.8,Very High,Efficient Method,20
Steel,50,Asia,Handmade,2584.18,Raw Material,0.7,High,Efficient Method,20
Car,50,Asia,Recycled,7732096.39,Vehicle,0.7,High,Efficient Method,20
Steel,1,North America,Handmade,51.13,Raw Material,0.3,Low,Efficient Method,20
Rice,5,South America,Conventional,13611.16,Food,0.6,Medium-High,Efficient Method,20
Mobile Phone,100,Australia,Industrial,116103.89,Other,0.5,Medium,Efficient Method,20
Steel,1,North America,Recycled,49.8,Raw Material,0.3,Low,Efficient Method,20
Leather Bag,5,Europe,Conventional,89244.03,Other,0.4,Medium,Efficient Method,20
Wheat,20,Australia,Organic,39368.39,Other,0.5,Medium,Efficient Method,20
Car,50,North America,Organic,7188474.46,Vehicle,0.3,Low,Efficient Method,20
Wheat,200,South America,Industrial,364165.7,Other,0.6,Medium-High,Efficient Method,20
Car,200,Australia,Industrial,29543893.05,Vehicle,0.5,Medium,Recycled Materials,25
Tomatoes,20,North America,Conventional,4526.39,Other,0.3,Low,Efficient Method,20
Wood,100,Africa,Organic,31648.1,Raw Material,0.8,Very High,Efficient Method,20
Plastic,5,Australia,Industrial,865.8,Other,0.5,Medium,Efficient Method,20
Car,20,Asia,Recycled,2850234.79,Vehicle,0.7,High,Efficient Method,20
Rice,200,North America,Organic,449513.22,Food,0.3,Low,Aerobic Rice Farming,35
Corn,5,Europe,Handmade,6648.5,Other,0.4,Medium,Efficient Method,20
Laptop,5,North America,Industrial,48532.86,Electronics,0.3,Low,Refurbished Components,35
Paper,10,North America,Recycled,102.91,Stationery,0.3,Low,Efficient Method,20
Plastic,200,Africa,Industrial,36079.04,Other,0.8,Very High,Efficient Method,20
Rice,5,South America,Industrial,13552.89,Food,0.6,Medium-High,Efficient Method,20
Leather Bag,1,Asia,Recycled,17254.17,Other,0.7,High,Efficient Method,20
Sofa,20,Australia,Recycled,177253.13,Other,0.5,Medium,Efficient Method,20
Leather Bag,5,Asia,Conventional,86559.4,Other,0.7,High,Efficient Method,20
Corn,200,Africa,Handmade,256939.41,Other,0.8,Very High,Efficient Method,20
Leather Bag,20,Australia,Industrial,368220.85,Other,0.5,Medium,Efficient Method,20
Tomatoes,1,Australia,Industrial,214.54,Other,0.5,Medium,Efficient Method,20
Bicycle,20,South America,Recycled,321882.17,Other,0.6,Medium-High,Efficient Method,20
Glass Bottle,100,Africa,Recycled,40718.78,Other,0.8,Very High,Efficient Method,20
Wheat,1,South America,Organic,1887.49,Other,0.6,Medium-High,Efficient Method,20
Tomatoes,10,Australia,Recycled,2110.48,Other,0.5,Medium,Efficient Method,20
Mobile Phone,1,Australia,Organic,1266.45,Other,0.5,Medium,Efficient Method,20
Bicycle,1,Australia,Recycled,13993.22,Other,0.5,Medium,Efficient Method,20
Steel,20,Asia,Handmade,979.28,Raw Material,0.7,High,Efficient Method,20
Bed,20,North America,Handmade,170172.15,Furniture,0.3,Low,Efficient Method,20
Car,200,South America,Organic,28847599.36,Vehicle,0.6,Medium-High,Efficient Method,20
Rice,5,South America,Recycled,13573.55,Food,0.6,Medium-High,Efficient Method,20
Laptop,10,Asia,Conventional,106421.87,Electronics,0.7,High,Efficient Method,20
Laptop,5,South America,Industrial,48716.06,Electronics,0.6,Medium-High,Refurbished Components,35
Glass Bottle,10,South America,Organic,4032.11,Other,0.6,Medium-High,Efficient Method,20
Wheat,10,North America,Handmade,17219.43,Other,0.3,Low,Efficient Method,20
Chair,10,North America,Conventional,23041.69,Other,0.3,Low,Efficient Method,20
Steel,10,Asia,Industrial,482.9,Raw Material,0.7,High,Recycled Steel,40
Bicycle,20,North America,Industrial,299630.97,Other,0.3,Low,Efficient Method,20
Bicycle,10,Asia,Organic,159247.99,Other,0.7,High,Efficient Method,20
Glass Bottle,50,Africa,Industrial,17418.92,Other,0.8,Very High,Efficient Method,20
Laptop,5,Australia,Recycled,53434.72,Electronics,0.5,Medium,Efficient Method,20
Tomatoes,200,Africa,Conventional,42324.51,Other,0.8,Very High,Efficient Method,20
Plastic,50,South America,Industrial,8860.86,Other,0.6,Medium-High,Efficient Method,20
Table,50,North America,Recycled,239309.62,Furniture,0.3,Low,Efficient Method,20
Laptop,100,Europe,Conventional,1035018.15,Electronics,0.4,Medium,Efficient Method,20
Chair,200,Asia,Organic,503828.01,Other,0.7,High,Efficient Method,20
Tomatoes,1,Australia,Recycled,217.7,Other,0.5,Medium,Efficient Method,20
Table,10,Australia,Conventional,50053.2,Furniture,0.5,Medium,Efficient Method,20
Tomatoes,20,North America,Handmade,3869.67,Other,0.3,Low,Efficient Method,20
Wheat,100,Australia,Handmade,181944.82,Other,0.5,Medium,Efficient Method,20
Glass Bottle,50,Australia,Handmade,18113.92,Other,0.5,Medium,Efficient Method,20
Leather Bag,100,Asia,Handmade,1642881.22,Other,0.7,High,Efficient Method,20
Wood,10,South America,Recycled,3079.75,Raw Material,0.6,Medium-High,Efficient Method,20
Almonds,50,Asia,Organic,515849.14,Other,0.7,High,Efficient Method,20
Corn,50,North America,Handmade,63106.63,Other,0.3,Low,Efficient Method,20
Paper,100,Australia,Conventional,1043.78,Stationery,0.5,Medium,Efficient Method,20
Plastic,5,Africa,Industrial,909.99,Other,0.8,Very High,Efficient Method,20
Bicycle,10,Africa,Conventional,160770.43,Other,0.8,Very High,Efficient Method,20
Tomatoes,1,North America,Conventional,195.01,Other,0.3,Low,Efficient Method,20
Plastic,10,Australia,Industrial,1629.79,Other,0.5,Medium,Efficient Method,20
Table,10,South America,Organic,51082.66,Furniture,0.6,Medium-High,Efficient Method,20
Paper,5,South America,Industrial,47.42,Stationery,0.6,Medium-High,Recycled Paper,45
Leather Bag,20,Africa,Recycled,371531.94,Other,0.8,Very High,Efficient Method,20
Sofa,5,Asia,Recycled,44042.0,Other,0.7,High,Efficient Method,20
Glass Bottle,10,South America,Conventional,3856.7,Other,0.6,Medium-High,Efficient Method,20
Tomatoes,5,North America,Organic,1048.58,Other,0.3,Low,Efficient Method,20
Glass Bottle,10,Asia,Recycled,3813.75,Other,0.7,High,Efficient Method,20
Wheat,5,North America,Organic,9564.79,Other,0.3,Low,Efficient Method,20
Laptop,10,Australia,Organic,108252.56,Electronics,0.5,Medium,Efficient Method,20
Bed,100,Australia,Recycled,796028.53,Furniture,0.5,Medium,Efficient Method,20
Plastic,100,Australia,Conventional,16591.17,Other,0.5,Medium,Efficient Method,20
Corn,20,Australia,Handmade,25994.41,Other,0.5,Medium,Efficient Method,20
Table,20,Asia,Organic,98352.65,Furniture,0.7,High,Efficient Method,20
Cotton Shirt,10,Asia,Recycled,29366.97,Other,0.7,High,Efficient Method,20
Paper,1,Europe,Organic,9.04,Stationery,0.4,Medium,Efficient Method,20
Almonds,1,Africa,Organic,11049.98,Other,0.8,Very High,Efficient Method,20
Steel,20,Australia,Industrial,1035.94,Raw Material,0.5,Medium,Recycled Steel,40
Corn,20,Africa,Organic,26447.05,Other,0.8,Very High,Efficient Method,20
Corn,20,South America,Recycled,23919.71,Other,0.6,Medium-High,Efficient Method,20
Car,5,Australia,Organic,772822.66,Vehicle,0.5,Medium,Efficient Method,20
Laptop,50,North America,Recycled,463815.29,Electronics,0.3,Low,Efficient Method,20
Tomatoes,1,Australia,Handmade,205.73,Other,0.5,Medium,Efficient Method,20
Almonds,5,Australia,Industrial,54771.5,Other,0.5,Medium,Efficient Method,20
Wheat,50,Africa,Handmade,85394.9,Other,0.8,Very High,Efficient Method,20
Rice,10,Africa,Recycled,26920.32,Food,0.8,Very High,Efficient Method,20
Cotton Shirt,200,North America,Handmade,514145.53,Other,0.3,Low,Efficient Method,20
Wood,1,Australia,Industrial,299.63,Raw Material,0.5,Medium,Efficient Method,20
Laptop,50,North America,Industrial,481710.84,Electronics,0.3,Low,Refurbished Components,35
Almonds,20,Europe,Conventional,224612.14,Other,0.4,Medium,Efficient Method,20
Steel,10,South America,Recycled,536.38,Raw Material,0.6,Medium-High,Efficient Method,20
Mobile Phone,5,Australia,Recycled,5917.58,Other,0.5,Medium,Efficient Method,20
Plastic,5,North America,Industrial,956.4,Other,0.3,Low,Efficient Method,20
Wheat,20,Africa,Conventional,40084.29,Other,0.8,Very High,Efficient Method,20
Chair,100,Australia,Recycled,268964.36,Other,0.5,Medium,Efficient Method,20
Bed,100,North America,Recycled,737045.57,Furniture,0.3,Low,Efficient Method,20
Wheat,10,South America,Handmade,19581.62,Other,0.6,Medium-High,Efficient Method,20
Sofa,10,Australia,Recycled,93466.48,Other,0.5,Medium,Efficient Method,20
Bicycle,1,South America,Organic,14814.03,Other,0.6,Medium-High,Efficient Method,20
Bed,50,Europe,Conventional,387944.4,Furniture,0.4,Medium,Efficient Method,20
Chair,200,Asia,Industrial,534269.64,Other,0.7,High,Efficient Method,20
Mobile Phone,100,Asia,Recycled,124075.43,Other,0.7,High,Efficient Method,20
Glass Bottle,200,Australia,Conventional,78138.1,Other,0.5,Medium,Efficient Method,20
Wood,50,Australia,Conventional,15222.17,Raw Material,0.5,Medium,Efficient Method,20
Car,20,South America,Handmade,3061534.46,Vehicle,0.6,Medium-High,Efficient Method,20
Paper,50,North America,Industrial,499.67,Stationery,0.3,Low,Recycled Paper,45
Table,100,Africa,Conventional,547780.62,Furniture,0.8,Very High,Efficient Method,20
Wood,50,Australia,Recycled,15808.49,Raw Material,0.5,Medium,Efficient Method,20
Rice,5,Asia,Conventional,12747.5,Food,0.7,High,Efficient Method,20
Table,10,Africa,Organic,53402.09,Furniture,0.8,Very High,Efficient Method,20
Rice,100,Asia,Conventional,257354.97,Food,0.7,High,Efficient Method,20
Laptop,100,Africa,Recycled,971402.82,Electronics,0.8,Very High,Efficient Method,20
Cotton Shirt,100,Australia,Handmade,250682.7,Other,0.5,Medium,Efficient Method,20
Paper,20,Australia,Handmade,210.18,Stationery,0.5,Medium,Efficient Method,20
Paper,10,Africa,Handmade,109.8,Stationery,0.8,Very High,Efficient Method,20
Steel,50,South America,Organic,2292.72,Raw Material,0.6,Medium-High,Efficient Method,20
Almonds,200,South America,Handmade,2332976.38,Other,0.6,Medium-High,Efficient Method,20
Almonds,200,Asia,Recycled,2096848.7,Other,0.7,High,Efficient Method,20
Bed,50,Asia,Industrial,420384.37,Furniture,0.7,High,Organic,25
Rice,50,Africa,Industrial,117427.01,Food,0.8,Very High,Efficient Method,20
Paper,5,Europe,Conventional,50.63,Stationery,0.4,Medium,Efficient Method,20
Glass Bottle,5,Europe,Organic,2012.55,Other,0.4,Medium,Efficient Method,20
Rice,20,North America,Recycled,47944.74,Food,0.3,Low,Efficient Method,20
Almonds,200,Europe,Handmade,2012258.62,Other,0.4,Medium,Efficient Method,20
Laptop,10,Europe,Handmade,106484.87,Electronics,0.4,Medium,Efficient Method,20
Wheat,100,South America,Organic,166210.4,Other,0.6,Medium-High,Efficient Method,20
Paper,50,Africa,Industrial,521.16,Stationery,0.8,Very High,Recycled Paper,45
Car,1,Africa,Conventional,138457.94,Vehicle,0.8,Very High,Efficient Method,20
Rice,1,Europe,Handmade,2733.88,Food,0.4,Medium,Efficient Method,20
Cotton Shirt,1,Australia,Industrial,2726.59,Other,0.5,Medium,Efficient Method,20
Sofa,20,South America,Industrial,178377.34,Other,0.6,Medium-High,Efficient Method,20
Table,200,Asia,Industrial,1030690.98,Furniture,0.7,High,Efficient Method,20
Leather Bag,200,Africa,Recycled,3734735.47,Other,0.8,Very High,Efficient Method,20
Bed,10,North America,Industrial,85572.97,Furniture,0.3,Low,Organic,25
Leather Bag,10,Australia,Industrial,154024.96,Other,0.5,Medium,Efficient Method,20
Mobile Phone,50,Africa,Handmade,60758.36,Other,0.8,Very High,Efficient Method,20
Wood,10,Asia,Handmade,2781.39,Raw Material,0.7,High,Recycled Wood,30
Wood,50,North America,Handmade,15663.14,Raw Material,0.3,Low,Recycled Wood,30
Glass Bottle,5,Australia,Industrial,1987.84,Other,0.5,Medium,Efficient Method,20
